oa_code,All families in households,No dependent children in family,One dependent child in family aged 0 to 4,One dependent child in family aged 5 to 11,One dependent child in family aged 12 to 18,Two dependent children in family: Youngest aged 0 to 4,Two dependent children in family: Youngest aged 5 to 11 ,Two dependent children in family: Youngest aged 12 to 18 ,Three or more dependent children in family: Youngest aged 0 to 4 ,Three or more dependent children in family: Youngest aged 5 to 11,Three or more dependent children in family: Youngest aged 12 to 18,All dependent children in households
S00089414,15,8,2,1,2,1,1,-,-,-,-,9
S00089415,29,18,1,2,1,2,5,-,-,-,-,18
S00089416,49,25,4,1,5,3,5,3,1,1,1,42
S00089417,42,28,1,1,3,1,1,2,3,-,2,28
S00089418,47,27,1,1,3,3,4,3,-,4,1,41
S00089419,37,18,2,5,6,2,1,-,1,1,1,28
S00089420,44,24,3,4,6,2,1,3,-,1,-,28
S00089421,51,22,7,-,1,10,2,5,1,2,1,54
S00089422,24,19,1,1,-,1,-,-,-,2,-,10
S00089423,52,28,3,1,4,4,3,5,1,3,-,44
S00089424,44,23,4,-,3,4,1,5,4,-,-,41
S00089425,58,29,5,1,10,5,4,2,1,-,1,44
S00089426,53,17,5,4,3,6,11,-,7,-,-,67
S00089427,23,13,-,-,3,2,3,-,-,1,1,19
S00089428,16,7,1,1,2,3,-,-,1,1,-,17
S00089429,33,14,1,2,3,5,4,-,-,3,1,38
S00089430,37,26,3,1,1,1,2,1,2,-,-,19
S00089431,19,9,3,1,-,1,2,1,-,2,-,18
S00089432,19,13,2,1,-,1,1,-,-,1,-,13
S00089433,21,15,3,2,1,-,-,-,-,-,-,6
S00089434,25,15,2,-,1,1,1,3,-,2,-,19
S00089435,37,21,-,-,4,2,3,3,-,4,-,32
S00089436,38,21,1,3,7,1,-,2,1,1,1,26
S00089437,45,31,1,2,2,2,2,2,1,2,-,28
S00089438,52,32,2,2,3,1,3,3,3,3,-,40
S00089439,38,24,-,1,7,-,1,3,1,1,-,22
S00089440,18,10,-,-,1,-,4,2,1,-,-,16
S00089441,23,10,4,1,4,3,-,1,-,-,-,17
S00089442,28,22,1,1,3,1,-,-,-,-,-,7
S00089443,19,15,2,-,1,-,-,-,1,-,-,6
S00089444,24,20,2,1,1,-,-,-,-,-,-,4
S00089445,22,15,5,1,-,1,-,-,-,-,-,8
S00089446,10,6,2,1,-,-,1,-,-,-,-,5
S00089447,16,9,5,-,1,1,-,-,-,-,-,8
S00089448,19,13,2,1,-,1,2,-,-,-,-,9
S00089449,32,25,-,2,3,1,-,1,-,-,-,9
S00089450,23,10,4,2,1,2,1,2,1,-,-,22
S00089451,14,8,2,1,-,-,1,-,1,1,-,11
S00089452,19,14,2,-,2,-,1,-,-,-,-,6
S00089453,17,13,3,-,1,-,-,-,-,-,-,4
S00089454,20,19,-,1,-,-,-,-,-,-,-,1
S00089455,18,13,1,1,1,1,-,-,-,1,-,8
S00089456,27,18,6,3,-,-,-,-,-,-,-,9
S00089457,10,9,1,-,-,-,-,-,-,-,-,1
S00089458,16,10,3,-,1,1,1,-,-,-,-,8
S00089459,16,16,-,-,-,-,-,-,-,-,-,2
S00089460,8,8,-,-,-,-,-,-,-,-,-,-
S00089461,19,17,1,-,1,-,-,-,-,-,-,2
S00089462,13,13,-,-,-,-,-,-,-,-,-,-
S00089463,20,16,1,-,-,-,-,-,-,3,-,11
S00089464,26,22,1,-,-,1,1,1,-,-,-,7
S00089465,12,10,1,-,-,1,-,-,-,-,-,3
S00089466,11,8,2,-,-,-,-,1,-,-,-,4
S00089467,14,10,-,1,1,2,-,-,-,-,-,6
S00089468,10,2,2,1,2,2,-,1,-,-,-,11
S00089469,20,8,5,2,-,2,3,-,-,-,-,17
S00089470,8,7,-,-,-,1,-,-,-,-,-,2
S00089471,16,11,-,3,-,1,-,-,1,-,-,8
S00089472,18,7,2,-,4,2,1,1,-,1,-,17
S00089473,25,21,3,1,-,-,-,-,-,-,-,4
S00089474,19,16,1,1,1,-,-,-,-,-,-,3
S00089475,14,10,-,1,1,1,1,-,-,-,-,6
S00089476,18,15,1,1,1,-,-,-,-,-,-,3
S00089477,21,19,1,-,-,-,1,-,-,-,-,3
S00089478,11,8,1,-,1,1,-,-,-,-,-,4
S00089479,14,11,3,-,-,-,-,-,-,-,-,3
S00089480,9,7,2,-,-,-,-,-,-,-,-,2
S00089481,17,15,2,-,-,-,-,-,-,-,-,3
S00089482,14,12,2,-,-,-,-,-,-,-,-,2
S00089483,15,12,2,1,-,-,-,-,-,-,-,3
S00089484,27,23,3,-,1,-,-,-,-,-,-,4
S00089485,14,12,2,-,-,-,-,-,-,-,-,2
S00089486,24,22,1,1,-,-,-,-,-,-,-,2
S00089487,20,15,5,-,-,-,-,-,-,-,-,5
S00089488,16,14,2,-,-,-,-,-,-,-,-,2
S00089489,9,6,2,1,-,-,-,-,-,-,-,3
S00089490,19,15,-,-,1,1,2,-,-,-,-,7
S00089491,15,14,1,-,-,-,-,-,-,-,-,1
S00089492,19,17,2,-,-,-,-,-,-,-,-,2
S00089493,16,14,1,-,-,-,-,-,-,-,1,4
S00089494,19,17,2,-,-,-,-,-,-,-,-,2
S00089495,15,8,7,-,-,-,-,-,-,-,-,7
S00089496,15,14,1,-,-,-,-,-,-,-,-,1
S00089497,26,16,6,-,1,-,1,1,1,-,-,14
S00089498,42,24,8,2,5,2,1,-,-,-,-,21
S00089499,20,7,5,3,1,-,4,-,-,-,-,19
S00089500,18,9,2,2,1,2,-,-,2,-,-,16
S00089501,37,16,1,2,10,5,3,-,-,-,-,29
S00089502,39,19,8,2,3,5,1,1,-,-,-,27
S00089503,6,6,-,-,-,-,-,-,-,-,-,-
S00089504,6,6,-,-,-,-,-,-,-,-,-,-
S00089505,14,14,-,-,-,-,-,-,-,-,-,-
S00089506,23,13,-,3,3,2,1,1,-,-,-,14
S00089507,25,12,6,1,3,2,1,-,-,-,-,16
S00089508,31,17,2,4,7,-,-,1,-,-,-,15
S00089509,11,9,1,-,-,-,-,-,1,-,-,5
S00089510,33,12,5,5,6,3,1,-,-,1,-,28
S00089511,25,9,4,6,3,2,1,-,-,-,-,19
S00089512,11,7,2,1,-,1,-,-,-,-,-,5
S00089513,34,19,3,4,4,2,1,-,1,-,-,20
S00089514,26,10,2,2,-,3,4,-,3,1,1,35
S00089515,26,11,5,1,-,5,1,1,-,2,-,26
S00089516,21,16,1,-,1,1,-,-,-,2,-,10
S00089517,13,10,-,-,2,1,-,-,-,-,-,4
S00089518,44,23,2,7,5,3,1,-,1,2,-,31
S00089519,38,31,2,-,2,1,1,-,-,1,-,13
S00089520,35,27,4,1,1,-,-,2,-,-,-,10
S00089521,37,26,3,2,3,-,1,-,1,1,-,16
S00089522,32,22,1,1,1,3,3,-,-,-,1,18
S00089523,30,18,2,2,4,4,-,-,-,-,-,16
S00089524,30,22,-,3,2,2,1,-,-,-,-,12
S00089525,26,18,5,-,2,-,-,-,-,1,-,11
S00089526,21,14,3,-,-,2,-,-,-,2,-,14
S00089527,22,20,-,1,1,-,-,-,-,-,-,2
S00089528,18,15,3,-,-,-,-,-,-,-,-,3
S00089529,38,28,2,1,2,3,-,2,-,-,-,15
S00089530,15,9,3,2,-,-,1,-,-,-,-,7
S00089531,26,18,3,1,1,1,2,-,-,-,-,11
S00089532,31,19,5,3,1,2,-,1,-,-,-,15
S00089533,23,12,4,-,5,1,-,-,-,1,-,14
S00089534,39,29,3,5,-,2,-,-,-,-,-,12
S00089535,25,13,6,1,1,3,-,1,-,-,-,16
S00089536,30,15,2,5,-,3,3,2,-,-,-,23
S00089537,24,16,5,2,-,1,-,-,-,-,-,9
S00089538,25,16,2,-,2,1,-,1,2,1,-,17
S00089539,20,8,2,2,3,5,-,-,-,-,-,17
S00089540,24,8,-,-,8,3,4,-,1,-,-,26
S00089541,23,11,2,2,2,3,1,-,2,-,-,20
S00089542,26,18,4,-,-,3,1,-,-,-,-,12
S00089543,13,8,3,-,1,-,-,-,-,-,1,9
S00089544,29,16,1,2,4,3,1,-,1,1,-,23
S00089545,7,7,-,-,-,-,-,-,-,-,-,-
S00089546,30,12,5,-,5,3,4,1,-,-,-,27
S00089547,44,27,2,4,3,4,4,-,-,-,-,26
S00089548,31,19,4,3,-,4,1,-,-,-,-,17
S00089549,24,16,4,2,-,1,1,-,-,-,-,10
S00089550,28,14,5,3,2,2,1,-,1,-,-,19
S00089551,14,13,-,-,1,-,-,-,-,-,-,1
S00089552,20,13,4,-,2,-,-,-,1,-,-,9
S00089553,12,8,3,-,1,-,-,-,-,-,-,4
S00089554,13,5,3,2,-,1,1,1,-,-,-,11
S00089555,45,33,6,1,2,2,1,-,-,-,-,15
S00089556,17,10,3,-,2,1,1,-,-,-,-,10
S00089557,24,16,4,3,-,-,1,-,-,-,-,9
S00089558,38,20,4,6,1,4,1,-,-,2,-,28
S00089559,44,22,3,4,4,5,3,2,1,-,-,36
S00089560,16,11,2,1,-,-,2,-,-,-,-,7
S00089561,28,14,7,2,2,1,-,1,1,-,-,19
S00089562,26,14,3,1,-,2,2,2,2,-,-,23
S00089563,21,16,2,1,-,1,1,-,-,-,-,7
S00089564,26,15,2,3,2,1,1,-,2,-,-,17
S00089565,42,24,6,1,4,2,3,1,1,-,-,26
S00089566,35,22,3,3,3,1,2,1,-,-,-,17
S00089567,45,10,6,5,7,1,4,3,5,4,-,62
S00089568,42,19,5,3,2,3,4,-,1,3,2,46
S00089569,19,12,1,4,1,-,-,-,1,-,-,9
S00089570,37,10,3,5,3,4,5,2,1,4,-,50
S00089571,29,16,3,-,4,2,1,2,-,-,1,26
S00089572,18,14,-,-,1,2,-,-,-,1,-,8
S00089573,26,16,3,-,3,2,1,1,-,-,-,14
S00089574,20,16,1,-,1,-,-,-,-,1,1,8
S00089575,23,17,4,-,1,1,-,-,-,-,-,7
S00089576,36,25,3,2,2,2,-,-,2,-,-,20
S00089577,22,7,4,-,5,2,2,-,1,1,-,26
S00089578,29,10,6,-,4,2,2,1,2,1,1,35
S00089579,21,7,2,1,2,4,2,-,3,-,-,26
S00089580,31,12,8,3,2,3,1,1,1,-,-,27
S00089581,22,10,-,3,3,2,-,-,3,1,-,26
S00089582,31,8,14,3,2,1,1,-,1,1,-,29
S00089583,34,22,3,4,1,3,-,-,1,-,-,18
S00089584,16,10,3,-,-,1,1,-,1,-,-,10
S00089585,33,15,3,1,4,2,5,1,2,-,-,31
S00089586,28,12,7,1,3,3,-,1,1,-,-,22
S00089587,15,7,2,2,4,-,-,-,-,-,-,8
S00089588,30,23,1,2,2,2,-,-,-,-,-,9
S00089589,31,26,2,-,-,2,-,-,1,-,-,9
S00089590,31,24,4,2,1,-,-,-,-,-,-,7
S00089591,33,17,4,1,3,1,4,2,-,1,-,25
S00089592,28,10,11,4,1,1,1,-,-,-,-,21
S00089593,34,18,2,1,4,2,4,-,-,3,-,28
S00089594,23,6,4,4,3,5,1,-,-,-,-,23
S00089595,39,26,1,-,4,3,1,1,2,1,-,27
S00089596,33,25,2,-,5,-,-,1,-,-,-,9
S00089597,33,6,2,6,2,11,2,1,3,-,-,47
S00089598,15,7,6,2,-,-,-,-,-,-,-,8
S00089599,34,13,7,3,1,4,5,1,-,-,-,31
S00089600,14,7,1,2,1,2,1,-,-,-,-,12
S00089601,20,11,4,2,2,-,1,-,-,-,-,10
S00089602,26,9,9,2,-,4,-,2,-,-,-,23
S00089603,21,15,2,1,1,-,-,-,1,-,1,10
S00089604,19,15,-,2,1,-,-,1,-,-,-,5
S00089605,33,19,4,3,2,1,1,1,2,-,-,22
S00089606,28,12,4,3,2,2,2,1,2,-,-,26
S00089607,33,7,9,1,6,2,2,-,3,3,-,50
S00089608,14,11,1,-,1,1,-,-,-,-,-,4
S00089609,29,9,8,4,1,5,-,-,2,-,-,29
S00089610,43,19,11,7,2,-,2,-,1,-,1,30
S00089611,15,11,2,-,1,-,-,-,1,-,-,8
S00089612,25,15,1,3,-,4,1,1,-,-,-,16
S00089613,16,15,-,1,-,-,-,-,-,-,-,1
S00089614,47,18,7,3,8,2,5,1,3,-,-,45
S00089615,40,26,6,2,1,2,-,2,1,-,-,20
S00089616,33,12,5,7,-,7,1,1,-,-,-,30
S00089617,41,11,11,8,1,6,1,1,2,-,-,43
S00089618,32,9,11,1,7,3,-,-,-,1,-,29
S00089619,37,15,9,3,4,6,-,-,-,-,-,29
S00089620,43,12,14,3,3,7,4,-,-,-,-,42
S00089621,7,7,-,-,-,-,-,-,-,-,-,-
S00089622,22,17,-,1,2,-,1,-,1,-,-,9
S00089623,30,21,2,-,1,2,2,1,-,1,-,16
S00089624,16,14,1,1,-,-,-,-,-,-,-,2
S00089625,23,11,3,3,-,3,1,-,1,1,-,20
S00089626,16,12,3,-,-,-,1,-,-,-,-,5
S00089627,12,11,-,1,-,-,-,-,-,-,-,1
S00089628,17,12,1,-,3,-,1,-,-,-,-,6
S00089629,28,8,4,1,3,2,2,-,4,4,-,49
S00089630,26,8,2,2,1,3,4,-,5,1,-,44
S00089631,23,6,4,1,2,7,2,-,-,1,-,28
S00089632,25,9,4,1,5,2,1,1,-,2,-,26
S00089633,31,15,5,3,2,3,1,1,1,-,-,25
S00089634,25,23,1,-,-,-,-,-,1,-,-,5
S00089635,10,10,-,-,-,-,-,-,-,-,-,-
S00089636,31,21,3,-,3,2,-,1,1,-,-,16
S00089637,10,9,1,-,-,-,-,-,-,-,-,1
S00089638,14,10,1,1,1,1,-,-,-,-,-,5
S00089639,17,15,2,-,-,-,-,-,-,-,-,2
S00089640,23,17,3,2,1,-,-,-,-,-,-,6
S00089641,9,6,1,2,-,-,-,-,-,-,-,3
S00089642,21,12,7,-,2,-,-,-,-,-,-,9
S00089643,32,18,5,2,3,-,2,-,2,-,-,20
S00089644,41,9,7,4,5,5,4,2,2,3,-,53
S00089645,34,11,5,2,1,7,3,1,1,3,-,44
S00089646,28,22,2,1,2,1,-,-,-,-,-,8
S00089647,24,20,1,-,-,1,-,-,2,-,-,9
S00089648,10,6,2,-,-,2,-,-,-,-,-,6
S00089649,22,16,1,1,2,-,-,-,1,1,-,10
S00089650,18,8,3,-,1,3,2,1,-,-,-,16
S00089651,29,17,4,1,-,3,2,-,1,1,-,23
S00089652,16,11,1,-,2,2,-,-,-,-,-,7
S00089653,20,17,2,-,-,-,-,-,1,-,-,7
S00089654,16,10,3,-,-,2,1,-,-,-,-,9
S00089655,7,4,-,-,-,3,-,-,-,-,-,6
S00089656,15,12,1,-,-,1,-,-,1,-,-,6
S00089657,14,9,-,1,-,-,2,1,1,-,-,11
S00089658,20,19,-,-,1,-,-,-,-,-,-,1
S00089659,9,7,1,-,1,-,-,-,-,-,-,3
S00089660,14,8,1,-,-,2,1,-,2,-,-,13
S00089661,17,14,3,-,-,-,-,-,-,-,-,3
S00089662,18,11,3,1,3,-,-,-,-,-,-,7
S00089663,14,11,2,1,-,-,-,-,-,-,-,3
S00089664,11,8,1,-,-,1,-,1,-,-,-,5
S00089665,14,10,3,-,-,1,-,-,-,-,-,5
S00089666,15,13,1,-,-,-,1,-,-,-,-,3
S00089667,9,8,1,-,-,-,-,-,-,-,-,1
S00089668,18,14,2,1,1,-,-,-,-,-,-,4
S00089669,20,17,3,-,-,-,-,-,-,-,-,3
S00089670,7,4,-,1,1,1,-,-,-,-,-,4
S00089671,18,12,1,3,-,1,1,-,-,-,-,8
S00089672,21,15,3,-,2,-,1,-,-,-,-,7
S00089673,20,19,-,-,1,-,-,-,-,-,-,1
S00089674,26,20,4,1,-,-,-,-,1,-,-,8
S00089675,27,22,3,1,-,1,-,-,-,-,-,6
S00089676,8,6,-,1,-,-,-,1,-,-,-,3
S00089677,29,24,3,1,-,-,1,-,-,-,-,6
S00089678,10,5,1,2,-,-,1,-,1,-,-,9
S00089679,26,20,2,2,-,1,1,-,-,-,-,8
S00089680,19,16,2,1,-,-,-,-,-,-,-,3
S00089681,25,22,-,1,1,-,-,-,-,1,-,5
S00089682,16,12,2,1,-,-,1,-,-,-,-,5
S00089683,14,11,1,-,1,-,-,1,-,-,-,4
S00089684,18,13,3,2,-,-,-,-,-,-,-,5
S00089685,24,18,2,3,-,-,-,-,1,-,-,9
S00089686,10,6,-,2,1,-,1,-,-,-,-,5
S00089687,16,12,1,1,-,-,-,-,2,-,-,9
S00089688,19,12,1,3,-,2,-,-,1,-,-,11
S00089689,13,13,-,-,-,-,-,-,-,-,-,-
S00089690,43,36,2,-,1,1,1,1,-,1,-,14
S00089691,35,22,4,1,5,3,-,-,-,-,-,18
S00089692,15,10,1,1,-,-,2,1,-,-,-,8
S00089693,14,11,-,-,-,2,-,1,-,-,-,6
S00089694,31,21,5,-,1,1,1,-,2,-,-,17
S00089695,33,22,1,-,4,-,3,2,-,1,-,18
S00089696,47,35,8,-,1,1,-,1,1,-,-,16
S00089697,24,10,3,3,3,3,1,-,1,-,-,20
S00089698,27,18,1,-,4,2,2,-,-,-,-,13
S00089699,16,10,2,-,3,-,-,-,1,-,-,8
S00089700,29,22,4,-,-,-,-,-,2,1,-,13
S00089701,23,15,2,2,1,2,1,-,-,-,-,11
S00089702,18,9,4,1,2,-,-,1,-,1,-,12
S00089703,44,21,4,2,5,3,2,3,1,2,1,39
S00089704,36,21,-,1,4,2,6,1,-,-,1,26
S00089705,37,25,1,2,2,2,5,-,-,-,-,19
S00089706,42,22,2,1,4,3,5,4,1,-,-,34
S00089707,18,12,-,-,1,-,2,1,2,-,-,14
S00089708,12,6,-,2,3,-,-,1,-,-,-,7
S00089709,31,20,1,2,3,1,3,-,-,1,-,17
S00089710,37,31,1,1,-,1,1,-,1,1,-,13
S00089711,36,22,2,1,3,3,3,-,2,-,-,24
S00089712,37,25,1,2,3,2,2,2,-,-,-,18
S00089713,33,22,1,2,3,1,2,-,2,-,-,19
S00089714,45,24,2,1,7,5,2,1,2,1,-,35
S00089715,26,8,3,2,3,1,3,3,2,1,-,32
S00089716,19,17,-,-,2,-,-,-,-,-,-,2
S00089717,36,21,1,1,4,3,4,1,-,-,1,26
S00089718,46,16,3,6,6,8,1,3,1,1,1,49
S00089719,52,28,-,2,5,4,3,2,7,-,1,51
S00089720,47,22,3,3,4,2,4,4,1,2,2,45
S00089721,49,16,9,1,6,7,4,3,3,-,-,55
S00089722,26,19,4,-,1,2,-,-,-,-,-,9
S00089723,17,12,1,-,-,3,-,-,1,-,-,10
S00089724,20,11,2,-,-,2,2,2,1,-,-,17
S00089725,24,11,1,-,1,3,3,1,-,4,-,28
S00089726,33,17,2,3,2,4,1,2,-,2,-,30
S00089727,25,15,1,2,2,2,1,1,-,1,-,16
S00089728,24,13,2,1,3,2,2,1,-,-,-,16
S00089729,39,24,2,3,1,3,3,2,1,-,-,25
S00089730,16,15,-,1,-,-,-,-,-,-,-,1
S00089731,33,19,-,1,2,6,2,2,-,-,1,26
S00089732,41,29,1,-,5,-,2,3,-,1,-,19
S00089733,23,10,3,3,3,-,1,2,-,1,-,18
S00089734,23,14,4,-,3,1,-,-,-,1,-,12
S00089735,22,19,1,-,1,1,-,-,-,-,-,4
S00089736,20,15,1,-,1,2,1,-,-,-,-,8
S00089737,22,20,1,-,-,-,-,-,1,-,-,5
S00089738,17,9,-,3,2,2,1,-,-,-,-,11
S00089739,30,24,1,-,1,2,-,-,1,1,-,13
S00089740,29,17,1,3,4,2,-,1,1,-,-,17
S00089741,36,20,4,1,5,-,1,2,2,1,-,26
S00089742,45,14,2,1,1,9,6,6,3,3,-,65
S00089743,44,13,3,2,5,4,8,4,1,4,-,57
S00089744,23,14,1,1,3,2,1,-,-,1,-,14
S00089745,37,17,1,1,7,1,4,3,2,-,1,34
S00089746,30,9,3,2,5,1,3,3,2,2,-,39
S00089747,30,18,2,1,-,5,3,-,-,1,-,22
S00089748,31,20,2,-,-,3,1,1,2,2,-,24
S00089749,15,6,3,-,-,1,1,4,-,-,-,15
S00089750,27,19,1,2,3,-,1,1,-,-,-,10
S00089751,28,13,1,1,3,1,4,1,2,2,-,31
S00089752,35,21,-,3,5,1,2,2,-,1,-,21
S00089753,41,21,4,2,5,2,2,1,-,3,1,34
S00089754,34,15,5,-,6,2,2,-,2,2,-,31
S00089755,17,6,-,1,4,2,1,2,1,-,-,19
S00089756,21,14,3,1,-,1,1,1,-,-,-,11
S00089757,24,13,4,-,2,2,2,1,-,-,-,16
S00089758,32,20,1,2,2,2,2,1,2,-,-,21
S00089759,49,29,3,-,4,3,4,2,1,3,-,37
S00089760,21,20,1,-,-,-,-,-,-,-,-,1
S00089761,20,12,-,1,2,1,2,-,1,1,-,15
S00089762,28,18,5,1,1,3,-,-,-,-,-,13
S00089763,34,28,2,1,1,1,-,1,-,-,-,8
S00089764,38,21,6,-,1,3,3,1,-,3,-,30
S00089765,41,23,1,2,2,5,3,1,3,1,-,36
S00089766,18,13,5,-,-,-,-,-,-,-,-,5
S00089767,11,8,2,-,1,-,-,-,-,-,-,3
S00089768,8,6,1,-,-,1,-,-,-,-,-,3
S00089769,14,8,3,1,2,-,-,-,-,-,-,6
S00089770,25,17,2,-,2,-,2,2,-,-,-,12
S00089771,21,20,1,-,-,-,-,-,-,-,-,1
S00089772,20,18,2,-,-,-,-,-,-,-,-,2
S00089773,20,15,2,-,2,-,-,-,-,1,-,7
S00089774,21,16,5,-,-,-,-,-,-,-,-,5
S00089775,12,9,1,1,-,1,-,-,-,-,-,4
S00089776,16,13,2,-,-,-,-,-,1,-,-,5
S00089777,20,17,1,1,-,-,-,1,-,-,-,4
S00089778,31,14,4,1,4,3,3,-,1,1,-,27
S00089779,19,19,-,-,-,-,-,-,-,-,-,-
S00089780,10,10,-,-,-,-,-,-,-,-,-,-
S00089781,16,15,-,1,-,-,-,-,-,-,-,1
S00089782,13,12,1,-,-,-,-,-,-,-,-,1
S00089783,18,18,-,-,-,-,-,-,-,-,-,-
S00089784,11,8,-,2,-,1,-,-,-,-,-,4
S00089785,44,15,6,6,7,4,2,2,2,-,-,43
S00089786,31,13,1,1,8,4,-,1,1,2,-,33
S00089787,14,10,1,1,1,1,-,-,-,-,-,5
S00089788,15,11,-,-,1,1,1,-,1,-,-,8
S00089789,19,13,3,1,1,1,-,-,-,-,-,7
S00089790,25,17,5,1,2,-,-,-,-,-,-,8
S00089791,15,12,1,-,1,1,-,-,-,-,-,4
S00089792,14,14,-,-,-,-,-,-,-,-,-,-
S00089793,14,10,1,-,1,1,-,-,-,1,-,7
S00089794,20,11,5,1,2,-,-,1,-,-,-,10
S00089795,38,22,6,4,1,-,3,1,1,-,-,23
S00089796,21,15,-,-,-,2,1,1,2,-,-,14
S00089797,18,17,-,-,1,-,-,-,-,-,-,1
S00089798,18,15,2,-,-,-,-,-,1,-,-,5
S00089799,39,24,3,2,3,2,4,-,-,1,-,24
S00089800,22,17,-,1,-,1,1,1,1,-,-,11
S00089801,17,16,-,-,-,-,-,-,1,-,-,3
S00089802,51,26,3,1,5,5,2,5,1,1,2,46
S00089803,26,17,2,1,-,4,1,1,-,-,-,15
S00089804,38,24,1,2,6,3,-,1,1,-,-,20
S00089805,24,18,1,1,2,-,1,1,-,-,-,8
S00089806,34,20,-,3,2,1,4,-,2,2,-,28
S00089807,25,17,2,5,-,1,-,-,-,-,-,9
S00089808,22,15,-,2,2,3,-,-,-,-,-,10
S00089809,23,8,2,3,2,5,1,1,-,1,-,24
S00089810,20,13,2,-,1,1,1,-,1,1,-,13
S00089811,23,13,1,2,3,3,1,-,-,-,-,14
S00089812,30,20,1,2,1,2,2,-,2,-,-,18
S00089813,49,33,4,2,2,4,2,-,1,1,-,28
S00089814,14,11,-,-,-,1,1,-,-,1,-,8
S00089815,27,14,1,3,8,-,1,-,-,-,-,14
S00089816,32,18,3,1,2,3,3,1,1,-,-,24
S00089817,38,22,4,2,3,3,2,-,1,1,-,25
S00089818,24,18,-,-,2,2,1,-,1,-,-,15
S00089819,51,26,8,-,4,4,4,3,2,-,-,40
S00089820,38,18,4,2,3,5,4,2,-,-,-,32
S00089821,33,23,2,1,2,3,1,-,1,-,-,18
S00089822,29,17,4,2,-,2,3,1,-,-,-,18
S00089823,26,17,-,1,1,1,3,-,1,2,-,21
S00089824,49,33,1,2,5,3,-,-,3,-,2,29
S00089825,52,38,2,3,7,-,2,-,-,-,-,16
S00089826,35,17,4,5,2,5,2,-,-,-,-,26
S00089827,38,23,1,-,3,3,5,-,3,-,-,29
S00089828,14,13,-,-,-,-,1,-,-,-,-,2
S00089829,30,23,1,3,-,3,-,-,-,-,-,11
S00089830,40,23,4,2,3,3,2,1,2,-,-,29
S00089831,31,20,-,2,3,-,3,1,1,1,-,19
S00089832,30,19,1,-,4,2,3,1,-,-,-,17
S00089833,46,30,5,1,3,4,1,-,1,1,-,28
S00089834,30,20,2,1,2,2,2,-,1,-,-,16
S00089835,30,20,4,2,2,1,1,-,-,-,-,12
S00089836,47,28,6,2,2,-,3,5,1,-,-,31
S00089837,46,27,6,1,1,5,1,2,2,1,-,35
S00089838,40,26,1,5,3,1,-,-,3,1,-,25
S00089839,28,18,3,-,1,2,3,-,1,-,-,17
S00089840,28,15,1,2,5,4,-,-,1,-,-,19
S00089841,38,20,5,3,1,2,4,-,-,3,-,30
S00089842,27,19,1,-,4,-,1,1,-,1,-,12
S00089843,45,19,3,7,7,1,3,1,3,1,-,40
S00089844,31,17,2,1,4,2,3,-,1,1,-,23
S00089845,43,25,3,4,2,2,1,4,1,1,-,30
S00089846,29,16,4,-,4,1,1,1,-,2,-,20
S00089847,25,12,2,2,4,2,1,2,-,-,-,19
S00089848,41,22,4,2,4,5,2,1,1,-,-,29
S00089849,41,28,-,2,5,2,1,2,-,1,-,20
S00089850,44,12,6,10,5,2,3,3,3,-,-,48
S00089851,24,13,2,1,3,1,2,1,1,-,-,17
S00089852,22,22,-,-,-,-,-,-,-,-,-,-
S00089853,36,14,9,2,6,3,1,-,1,-,-,28
S00089854,27,27,-,-,-,-,-,-,-,-,-,-
S00089855,40,19,11,4,1,3,1,1,-,-,-,26
S00089856,44,23,7,1,1,2,7,2,-,1,-,34
S00089857,32,21,1,3,2,2,1,1,1,-,-,18
S00089858,30,22,3,-,-,2,2,-,-,-,1,14
S00089859,33,14,4,3,2,3,5,-,2,-,-,31
S00089860,27,16,6,3,1,1,-,-,-,-,-,12
S00089861,25,14,2,4,2,1,2,-,-,-,-,14
S00089862,25,18,3,-,2,-,-,-,-,2,-,11
S00089863,47,28,4,3,5,2,1,1,-,3,-,32
S00089864,52,33,3,3,7,2,3,-,-,1,-,26
S00089865,40,25,4,2,2,1,1,2,1,2,-,25
S00089866,16,6,3,2,1,2,1,-,1,-,-,15
S00089867,39,17,7,7,5,-,1,1,1,-,-,26
S00089868,18,11,-,2,4,1,-,-,-,-,-,8
S00089869,35,18,2,1,7,3,3,-,-,1,-,28
S00089870,35,16,3,1,3,3,4,1,2,2,-,35
S00089871,32,20,-,2,1,1,5,2,-,1,-,23
S00089872,47,30,2,2,2,5,3,1,1,1,-,30
S00089873,60,34,6,4,4,3,3,5,-,1,-,39
S00089874,29,17,3,4,3,-,1,-,1,-,-,15
S00089875,39,28,2,1,2,1,2,-,3,-,-,20
S00089876,34,23,2,-,-,2,5,2,-,-,-,20
S00089877,36,25,-,3,3,1,1,-,1,2,-,19
S00089878,27,19,-,3,1,2,2,-,-,-,-,12
S00089879,39,24,3,6,1,-,4,-,1,-,-,21
S00089880,52,43,2,-,1,2,1,2,-,1,-,17
S00089881,48,38,3,-,2,-,-,-,1,4,-,22
S00089882,39,33,2,-,2,-,1,1,-,-,-,8
S00089883,32,27,-,1,2,2,-,-,-,-,-,7
S00089884,31,15,-,-,3,5,2,1,1,3,1,35
S00089885,28,17,4,2,2,1,2,-,-,-,-,14
S00089886,27,22,1,1,1,-,1,-,1,-,-,9
S00089887,26,13,7,2,-,-,2,1,1,-,-,18
S00089888,22,15,2,-,2,1,1,-,-,1,-,11
