oa_code,All people aged 16 to 74 in employment,All people: Part-time: 15 hours or less,All people: Part-time: 16 to 30 hours,All people: Full-time: 31 to 48 hours,All people: Full-time: 49 hours or more,All males aged 16 to 74 in employment,All males: Part-time: 15 hours or less,All males: Part-time: 16 to 30 hours,All males: Full-time: 31 to 48 hours,All males: Full-time: 49 hours or more,All females aged 16 to 74 in employment,All females: Part-time: 15 hours or less,All females: Part-time: 16 to 30 hours,All females: Full-time: 31 to 48 hours,All females: Full-time: 49 hours or more
S00097482,24,2,6,11,5,15,1,3,7,4,9,1,3,4,1
S00097483,23,5,6,10,2,12,1,4,5,2,11,4,2,5,-
S00097484,25,2,9,10,4,14,1,3,7,3,11,1,6,3,1
S00097485,44,6,18,16,4,22,-,6,12,4,22,6,12,4,-
S00097486,60,4,17,30,9,33,1,3,21,8,27,3,14,9,1
S00097487,62,4,16,38,4,36,1,3,28,4,26,3,13,10,-
S00097488,47,3,18,23,3,22,1,6,13,2,25,2,12,10,1
S00097489,37,4,9,20,4,23,2,3,15,3,14,2,6,5,1
S00097490,68,11,19,34,4,29,1,6,20,2,39,10,13,14,2
S00097491,20,3,6,4,7,11,1,2,3,5,9,2,4,1,2
S00097492,59,6,12,31,10,32,1,5,19,7,27,5,7,12,3
S00097493,44,-,12,25,7,24,-,4,13,7,20,-,8,12,-
S00097494,23,5,3,13,2,12,1,1,8,2,11,4,2,5,-
S00097495,36,5,11,15,5,21,2,2,13,4,15,3,9,2,1
S00097496,38,4,12,17,5,20,2,4,10,4,18,2,8,7,1
S00097497,44,5,12,19,8,23,2,3,12,6,21,3,9,7,2
S00097498,35,4,8,15,8,19,-,2,10,7,16,4,6,5,1
S00097499,44,2,8,30,4,23,-,-,19,4,21,2,8,11,-
S00097500,73,4,21,36,12,37,-,4,24,9,36,4,17,12,3
S00097501,29,-,5,22,2,16,-,1,13,2,13,-,4,9,-
S00097502,66,5,13,41,7,34,2,1,26,5,32,3,12,15,2
S00097503,42,-,12,27,3,20,-,3,14,3,22,-,9,13,-
S00097504,52,3,11,27,11,27,1,1,18,7,25,2,10,9,4
S00097505,48,4,16,22,6,25,2,3,14,6,23,2,13,8,-
S00097506,48,7,11,22,8,25,3,2,12,8,23,4,9,10,-
S00097507,28,3,4,16,5,14,-,1,10,3,14,3,3,6,2
S00097508,56,4,14,26,12,28,2,3,14,9,28,2,11,12,3
S00097509,57,3,24,22,8,32,-,9,16,7,25,3,15,6,1
S00097510,76,2,16,50,8,45,1,7,30,7,31,1,9,20,1
S00097511,72,5,19,39,9,35,2,-,26,7,37,3,19,13,2
S00097512,42,3,12,19,8,24,-,4,13,7,18,3,8,6,1
S00097513,28,2,6,14,6,19,1,3,10,5,9,1,3,4,1
S00097514,36,6,7,15,8,16,2,1,6,7,20,4,6,9,1
S00097515,57,3,15,23,16,30,1,3,14,12,27,2,12,9,4
S00097516,47,1,15,27,4,24,-,3,17,4,23,1,12,10,-
S00097517,32,1,6,15,10,19,-,2,9,8,13,1,4,6,2
S00097518,36,1,8,22,5,21,1,2,14,4,15,-,6,8,1
S00097519,38,-,9,22,7,22,-,1,14,7,16,-,8,8,-
S00097520,49,7,11,30,1,20,-,2,17,1,29,7,9,13,-
S00097521,59,3,14,33,9,30,1,3,20,6,29,2,11,13,3
S00097522,29,1,9,13,6,17,-,1,10,6,12,1,8,3,-
S00097523,30,6,8,15,1,15,1,2,11,1,15,5,6,4,-
S00097524,71,3,22,43,3,37,1,8,25,3,34,2,14,18,-
S00097525,45,1,16,22,6,21,1,-,14,6,24,-,16,8,-
S00097526,58,4,11,34,9,33,2,3,21,7,25,2,8,13,2
S00097527,53,5,14,28,6,28,3,3,17,5,25,2,11,11,1
S00097528,62,7,19,27,9,27,-,3,16,8,35,7,16,11,1
S00097529,64,5,15,31,13,32,1,1,21,9,32,4,14,10,4
S00097530,51,7,10,26,8,28,-,5,16,7,23,7,5,10,1
S00097531,56,2,24,27,3,29,-,10,17,2,27,2,14,10,1
S00097532,54,1,15,31,7,25,-,1,19,5,29,1,14,12,2
S00097533,56,4,8,39,5,29,1,-,25,3,27,3,8,14,2
S00097534,47,3,18,24,2,22,1,2,17,2,25,2,16,7,-
S00097535,74,1,24,40,9,40,-,4,28,8,34,1,20,12,1
S00097536,21,-,11,8,2,10,-,1,7,2,11,-,10,1,-
S00097537,44,8,15,20,1,18,1,5,12,-,26,7,10,8,1
S00097538,56,3,22,26,5,26,1,1,19,5,30,2,21,7,-
S00097539,67,7,21,34,5,30,-,5,21,4,37,7,16,13,1
S00097540,52,2,13,32,5,31,1,2,23,5,21,1,11,9,-
S00097541,20,1,8,10,1,9,-,2,6,1,11,1,6,4,-
S00097542,18,4,9,3,2,9,1,3,3,2,9,3,6,-,-
S00097543,22,-,7,13,2,11,-,1,8,2,11,-,6,5,-
S00097544,15,1,11,3,-,4,-,1,3,-,11,1,10,-,-
S00097545,46,4,14,23,5,24,1,5,13,5,22,3,9,10,-
S00097546,23,-,6,14,3,13,-,2,9,2,10,-,4,5,1
S00097547,44,1,11,29,3,21,-,2,17,2,23,1,9,12,1
S00097548,53,4,13,30,6,25,-,1,19,5,28,4,12,11,1
S00097549,65,3,12,40,10,38,1,1,27,9,27,2,11,13,1
S00097550,42,3,12,21,6,24,1,5,13,5,18,2,7,8,1
S00097551,34,3,3,25,3,20,2,1,16,1,14,1,2,9,2
S00097552,33,-,6,18,9,19,-,2,11,6,14,-,4,7,3
S00097553,50,1,12,28,9,28,-,1,19,8,22,1,11,9,1
S00097554,48,2,13,28,5,28,-,4,19,5,20,2,9,9,-
S00097555,37,4,11,18,4,21,3,3,12,3,16,1,8,6,1
S00097556,89,5,29,44,11,39,-,4,26,9,50,5,25,18,2
S00097557,17,2,2,13,-,15,2,2,11,-,2,-,-,2,-
S00097558,77,7,20,37,13,34,-,3,19,12,43,7,17,18,1
S00097559,68,7,22,34,5,35,1,4,27,3,33,6,18,7,2
S00097560,33,-,6,20,7,18,-,-,12,6,15,-,6,8,1
S00097561,87,6,24,49,8,45,-,4,36,5,42,6,20,13,3
S00097562,70,6,16,42,6,38,-,1,31,6,32,6,15,11,-
S00097563,25,3,6,10,6,12,-,-,7,5,13,3,6,3,1
S00097564,35,1,10,20,4,17,-,2,12,3,18,1,8,8,1
S00097565,34,5,13,15,1,20,3,5,11,1,14,2,8,4,-
S00097566,52,2,14,33,3,31,-,5,24,2,21,2,9,9,1
S00097567,69,3,20,39,7,34,1,5,23,5,35,2,15,16,2
S00097568,46,3,7,30,6,26,-,1,21,4,20,3,6,9,2
S00097569,40,2,13,23,2,20,-,4,15,1,20,2,9,8,1
S00097570,87,5,15,49,18,49,3,3,31,12,38,2,12,18,6
S00097571,59,8,17,25,9,23,1,-,15,7,36,7,17,10,2
S00097572,32,2,6,21,3,20,1,2,14,3,12,1,4,7,-
S00097573,29,4,9,15,1,16,2,1,12,1,13,2,8,3,-
S00097574,41,2,14,15,10,23,2,2,9,10,18,-,12,6,-
S00097575,59,11,12,31,5,25,3,2,16,4,34,8,10,15,1
S00097576,79,5,20,43,11,41,-,3,28,10,38,5,17,15,1
S00097577,48,5,15,26,2,20,1,2,16,1,28,4,13,10,1
S00097578,38,3,8,24,3,20,-,-,17,3,18,3,8,7,-
S00097579,45,3,12,27,3,22,1,2,16,3,23,2,10,11,-
S00097580,57,3,12,36,6,32,1,2,23,6,25,2,10,13,-
S00097581,32,2,10,18,2,15,-,2,12,1,17,2,8,6,1
S00097582,40,2,9,26,3,19,-,1,15,3,21,2,8,11,-
S00097583,84,3,21,47,13,44,2,5,27,10,40,1,16,20,3
S00097584,39,1,18,15,5,19,-,3,12,4,20,1,15,3,1
S00097585,54,2,14,31,7,28,-,4,18,6,26,2,10,13,1
S00097586,74,3,27,35,9,39,-,5,25,9,35,3,22,10,-
S00097587,59,4,15,32,8,30,-,3,21,6,29,4,12,11,2
S00097588,55,5,12,29,9,29,1,2,18,8,26,4,10,11,1
S00097589,51,3,11,29,8,25,1,1,15,8,26,2,10,14,-
S00097590,24,1,3,15,5,12,-,1,6,5,12,1,2,9,-
S00097591,42,4,14,19,5,20,1,4,11,4,22,3,10,8,1
S00097592,28,4,12,10,2,16,1,5,8,2,12,3,7,2,-
S00097593,28,3,7,12,6,16,-,1,9,6,12,3,6,3,-
S00097594,25,-,4,18,3,14,-,-,11,3,11,-,4,7,-
S00097595,41,3,9,22,7,22,1,-,14,7,19,2,9,8,-
S00097596,30,1,8,17,4,18,-,3,12,3,12,1,5,5,1
S00097597,45,3,12,24,6,24,-,4,16,4,21,3,8,8,2
S00097598,50,7,10,25,8,26,2,3,14,7,24,5,7,11,1
S00097599,18,-,6,9,3,9,-,1,5,3,9,-,5,4,-
S00097600,33,2,11,10,10,18,1,3,5,9,15,1,8,5,1
S00097601,49,4,10,28,7,27,1,1,18,7,22,3,9,10,-
S00097602,48,4,6,28,10,25,1,3,13,8,23,3,3,15,2
S00097603,52,4,14,28,6,24,1,1,17,5,28,3,13,11,1
S00097604,50,1,16,21,12,28,-,2,14,12,22,1,14,7,-
S00097605,52,3,13,29,7,28,-,3,18,7,24,3,10,11,-
S00097606,67,6,16,33,12,36,3,4,19,10,31,3,12,14,2
S00097607,51,3,8,32,8,32,1,3,20,8,19,2,5,12,-
S00097608,43,5,10,20,8,24,3,2,12,7,19,2,8,8,1
S00097609,51,1,21,22,7,24,-,4,14,6,27,1,17,8,1
S00097610,65,2,31,31,1,28,-,6,21,1,37,2,25,10,-
S00097611,68,6,16,39,7,36,2,6,21,7,32,4,10,18,-
S00097612,70,6,18,36,10,36,-,1,27,8,34,6,17,9,2
S00097613,46,3,12,24,7,27,-,5,15,7,19,3,7,9,-
S00097614,41,4,12,23,2,19,2,3,12,2,22,2,9,11,-
S00097615,48,5,8,30,5,25,1,-,19,5,23,4,8,11,-
S00097616,56,6,19,26,5,27,3,5,14,5,29,3,14,12,-
S00097617,29,3,9,16,1,13,-,2,10,1,16,3,7,6,-
S00097618,39,5,7,21,6,19,-,1,13,5,20,5,6,8,1
S00097619,48,5,10,25,8,25,2,2,14,7,23,3,8,11,1
S00097620,71,5,23,36,7,32,1,4,22,5,39,4,19,14,2
S00097621,55,4,17,27,7,26,-,4,16,6,29,4,13,11,1
S00097622,57,4,16,36,1,24,1,2,21,-,33,3,14,15,1
S00097623,66,7,15,33,11,30,1,2,17,10,36,6,13,16,1
S00097624,50,5,10,33,2,27,2,1,22,2,23,3,9,11,-
S00097625,41,5,11,23,2,17,-,1,14,2,24,5,10,9,-
S00097626,54,4,13,31,6,28,1,2,21,4,26,3,11,10,2
S00097627,57,3,11,34,9,34,1,2,23,8,23,2,9,11,1
S00097628,37,2,7,23,5,22,-,1,16,5,15,2,6,7,-
S00097629,34,2,8,21,3,17,-,1,13,3,17,2,7,8,-
S00097630,67,4,12,40,11,38,1,-,29,8,29,3,12,11,3
S00097631,47,1,13,25,8,21,-,2,14,5,26,1,11,11,3
S00097632,59,7,11,32,9,27,1,3,19,4,32,6,8,13,5
S00097633,64,5,16,39,4,37,-,3,31,3,27,5,13,8,1
S00097634,79,7,13,51,8,37,3,1,27,6,42,4,12,24,2
S00097635,40,4,10,21,5,23,-,3,17,3,17,4,7,4,2
S00097636,64,5,18,34,7,33,2,2,22,7,31,3,16,12,-
S00097637,64,5,17,32,10,35,2,1,23,9,29,3,16,9,1
S00097638,34,2,8,22,2,18,2,-,14,2,16,-,8,8,-
S00097639,17,2,3,8,4,9,2,-,4,3,8,-,3,4,1
S00097640,54,3,11,38,2,28,1,2,23,2,26,2,9,15,-
S00097641,75,7,16,47,5,26,1,1,21,3,49,6,15,26,2
S00097642,54,4,10,37,3,27,1,1,23,2,27,3,9,14,1
S00097643,56,4,11,32,9,33,2,5,18,8,23,2,6,14,1
S00097644,75,9,15,43,8,34,-,2,24,8,41,9,13,19,-
S00097645,64,3,20,32,9,34,1,5,20,8,30,2,15,12,1
S00097646,36,2,5,19,10,21,1,1,10,9,15,1,4,9,1
S00097647,67,5,15,42,5,30,1,3,23,3,37,4,12,19,2
S00097648,38,4,8,19,7,21,2,-,13,6,17,2,8,6,1
S00097649,40,2,16,20,2,19,1,3,13,2,21,1,13,7,-
S00097650,19,1,6,10,2,9,-,1,6,2,10,1,5,4,-
S00097651,41,-,8,23,10,22,-,3,13,6,19,-,5,10,4
S00097652,39,2,15,22,-,17,1,1,15,-,22,1,14,7,-
S00097653,35,3,7,18,7,19,1,2,10,6,16,2,5,8,1
S00097654,21,2,4,14,1,15,2,1,11,1,6,-,3,3,-
S00097655,46,2,15,21,8,23,1,3,11,8,23,1,12,10,-
S00097656,58,5,17,26,10,28,2,2,18,6,30,3,15,8,4
S00097657,67,5,10,40,12,35,-,-,27,8,32,5,10,13,4
S00097658,65,5,15,35,10,34,4,2,22,6,31,1,13,13,4
S00097659,46,7,13,22,4,21,-,5,12,4,25,7,8,10,-
S00097660,39,3,13,19,4,20,1,4,11,4,19,2,9,8,-
S00097661,79,5,27,39,8,41,2,3,29,7,38,3,24,10,1
S00097662,40,6,9,20,5,18,1,2,10,5,22,5,7,10,-
S00097663,68,2,10,47,9,39,1,1,30,7,29,1,9,17,2
S00097664,43,5,13,20,5,21,1,3,12,5,22,4,10,8,-
S00097665,41,1,8,26,6,21,-,1,15,5,20,1,7,11,1
S00097666,58,3,16,34,5,33,-,5,23,5,25,3,11,11,-
S00097667,30,1,8,18,3,14,-,1,10,3,16,1,7,8,-
S00097668,43,3,13,17,10,22,2,1,10,9,21,1,12,7,1
S00097669,35,4,12,16,3,12,-,3,6,3,23,4,9,10,-
S00097670,57,6,14,30,7,27,2,2,17,6,30,4,12,13,1
S00097671,49,2,9,32,6,28,2,1,20,5,21,-,8,12,1
S00097672,46,3,16,25,2,26,1,4,19,2,20,2,12,6,-
S00097673,44,4,13,25,2,21,1,4,15,1,23,3,9,10,1
S00097674,51,5,10,30,6,26,2,2,18,4,25,3,8,12,2
S00097675,44,3,11,25,5,22,1,4,12,5,22,2,7,13,-
S00097676,57,11,14,28,4,28,4,1,19,4,29,7,13,9,-
S00097677,43,2,7,26,8,26,-,2,18,6,17,2,5,8,2
S00097678,65,1,13,31,20,30,-,4,11,15,35,1,9,20,5
S00097679,44,4,11,22,7,20,-,-,14,6,24,4,11,8,1
S00097680,49,4,11,29,5,23,1,3,15,4,26,3,8,14,1
S00097681,49,-,11,27,11,33,-,5,17,11,16,-,6,10,-
S00097682,67,2,15,44,6,36,1,3,28,4,31,1,12,16,2
S00097683,25,1,7,15,2,13,1,1,10,1,12,-,6,5,1
S00097684,55,1,13,35,6,34,-,5,25,4,21,1,8,10,2
S00097685,35,2,12,20,1,18,1,4,12,1,17,1,8,8,-
S00097686,69,4,17,43,5,35,2,3,27,3,34,2,14,16,2
S00097687,40,7,12,18,3,21,3,-,15,3,19,4,12,3,-
S00097688,39,6,7,20,6,21,3,2,11,5,18,3,5,9,1
S00097689,42,2,14,21,5,23,-,3,16,4,19,2,11,5,1
S00097690,79,11,20,45,3,38,1,3,31,3,41,10,17,14,-
S00097691,40,2,8,25,5,21,1,1,15,4,19,1,7,10,1
S00097692,41,4,12,21,4,21,1,1,15,4,20,3,11,6,-
S00097693,41,5,12,19,5,21,-,4,14,3,20,5,8,5,2
S00097694,74,8,17,39,10,39,-,3,27,9,35,8,14,12,1
S00097695,65,4,9,35,17,35,1,-,23,11,30,3,9,12,6
S00097696,53,3,14,30,6,25,1,4,15,5,28,2,10,15,1
S00097697,24,3,5,11,5,11,-,1,6,4,13,3,4,5,1
S00097698,30,1,7,21,1,15,-,1,13,1,15,1,6,8,-
S00097699,41,5,7,26,3,20,1,1,15,3,21,4,6,11,-
S00097700,50,3,10,33,4,27,1,3,19,4,23,2,7,14,-
S00097701,31,3,7,18,3,17,1,-,13,3,14,2,7,5,-
S00097702,42,1,9,28,4,19,-,1,15,3,23,1,8,13,1
S00097703,48,-,16,24,8,24,-,4,14,6,24,-,12,10,2
S00097704,40,6,10,19,5,19,1,2,12,4,21,5,8,7,1
S00097705,57,6,17,31,3,25,1,2,20,2,32,5,15,11,1
S00097706,44,2,12,27,3,20,-,3,14,3,24,2,9,13,-
S00097707,25,2,4,18,1,11,1,2,7,1,14,1,2,11,-
S00097708,55,5,11,32,7,27,1,2,19,5,28,4,9,13,2
S00097709,23,2,4,16,1,10,-,1,8,1,13,2,3,8,-
S00097710,50,5,13,28,4,26,3,4,15,4,24,2,9,13,-
S00097711,75,5,23,33,14,42,1,6,24,11,33,4,17,9,3
S00097712,96,4,21,67,4,47,1,4,38,4,49,3,17,29,-
S00097713,52,1,9,35,7,25,-,-,20,5,27,1,9,15,2
S00097714,48,3,8,35,2,22,1,2,18,1,26,2,6,17,1
S00097715,62,1,17,40,4,32,-,3,25,4,30,1,14,15,-
S00097716,60,6,13,38,3,34,2,2,27,3,26,4,11,11,-
S00097717,75,9,17,43,6,35,1,3,25,6,40,8,14,18,-
S00097718,58,4,8,37,9,28,-,1,20,7,30,4,7,17,2
S00097719,36,1,4,27,4,18,-,-,14,4,18,1,4,13,-
S00097720,45,6,9,28,2,20,-,2,16,2,25,6,7,12,-
S00097721,54,5,14,32,3,26,-,3,21,2,28,5,11,11,1
S00097722,44,5,8,29,2,21,3,1,16,1,23,2,7,13,1
S00097723,44,1,11,29,3,22,1,1,17,3,22,-,10,12,-
S00097724,52,5,12,29,6,33,2,5,21,5,19,3,7,8,1
S00097725,41,6,7,25,3,21,2,-,16,3,20,4,7,9,-
S00097726,51,5,13,29,4,25,1,1,19,4,26,4,12,10,-
S00097727,47,4,12,24,7,28,1,4,16,7,19,3,8,8,-
S00097728,64,8,13,38,5,30,2,2,21,5,34,6,11,17,-
S00097729,47,6,11,29,1,22,1,2,18,1,25,5,9,11,-
S00097730,42,2,8,29,3,24,-,2,19,3,18,2,6,10,-
S00097731,73,6,13,43,11,40,-,4,25,11,33,6,9,18,-
S00097732,75,3,21,46,5,39,-,4,31,4,36,3,17,15,1
S00097733,42,5,9,28,-,19,-,1,18,-,23,5,8,10,-
S00097734,69,5,10,45,9,35,1,1,27,6,34,4,9,18,3
S00097735,26,3,8,11,4,15,-,4,7,4,11,3,4,4,-
S00097736,67,2,22,38,5,32,-,3,24,5,35,2,19,14,-
S00097737,67,3,19,37,8,34,2,3,23,6,33,1,16,14,2
S00097738,41,4,13,21,3,18,1,4,12,1,23,3,9,9,2
S00097739,67,7,15,33,12,35,2,3,22,8,32,5,12,11,4
S00097740,23,-,6,17,-,8,-,1,7,-,15,-,5,10,-
S00097741,38,4,8,20,6,22,2,3,13,4,16,2,5,7,2
S00097742,49,4,9,28,8,32,2,5,19,6,17,2,4,9,2
S00097743,42,5,13,18,6,19,-,3,11,5,23,5,10,7,1
S00097744,51,3,15,26,7,26,-,2,18,6,25,3,13,8,1
S00097745,40,1,10,27,2,19,-,-,18,1,21,1,10,9,1
S00097746,67,13,18,30,6,35,3,5,21,6,32,10,13,9,-
S00097747,63,2,20,35,6,30,-,2,23,5,33,2,18,12,1
S00097748,61,4,12,34,11,34,-,3,23,8,27,4,9,11,3
S00097749,48,5,14,25,4,26,-,4,18,4,22,5,10,7,-
S00097750,39,1,12,25,1,18,-,3,14,1,21,1,9,11,-
S00097751,53,3,9,36,5,27,2,-,21,4,26,1,9,15,1
S00097752,49,6,10,32,1,28,3,2,23,-,21,3,8,9,1
S00097753,54,3,13,32,6,27,-,1,20,6,27,3,12,12,-
S00097754,94,5,28,46,15,51,1,4,33,13,43,4,24,13,2
S00097755,42,3,6,31,2,21,2,-,18,1,21,1,6,13,1
S00097756,75,6,21,38,10,36,2,2,22,10,39,4,19,16,-
S00097757,78,3,16,50,9,41,1,3,29,8,37,2,13,21,1
S00097758,74,7,13,41,13,38,-,2,24,12,36,7,11,17,1
S00097759,87,5,15,64,3,44,1,3,37,3,43,4,12,27,-
S00097760,61,5,14,34,8,31,-,5,22,4,30,5,9,12,4
S00097761,105,4,30,55,16,62,-,6,41,15,43,4,24,14,1
S00097762,67,5,13,40,9,35,2,1,24,8,32,3,12,16,1
S00097763,46,3,13,25,5,22,1,2,15,4,24,2,11,10,1
S00097764,44,5,9,25,5,22,1,2,15,4,22,4,7,10,1
S00097765,20,1,5,14,-,11,-,1,10,-,9,1,4,4,-
S00097766,63,4,13,40,6,31,-,-,26,5,32,4,13,14,1
S00097767,77,3,15,56,3,40,1,2,35,2,37,2,13,21,1
S00097768,62,6,9,40,7,34,2,-,26,6,28,4,9,14,1
S00097769,46,4,9,26,7,25,2,1,15,7,21,2,8,11,-
S00097770,85,5,17,48,15,47,1,3,30,13,38,4,14,18,2
S00097771,41,2,9,26,4,23,-,3,16,4,18,2,6,10,-
S00097772,49,5,10,24,10,30,1,4,17,8,19,4,6,7,2
S00097773,72,6,17,41,8,36,1,3,24,8,36,5,14,17,-
S00097774,45,3,12,23,7,19,-,-,14,5,26,3,12,9,2
S00097775,32,2,8,21,1,13,-,2,10,1,19,2,6,11,-
S00097776,39,5,8,21,5,19,-,2,13,4,20,5,6,8,1
S00097777,50,4,8,29,9,24,1,-,15,8,26,3,8,14,1
S00097778,40,2,9,25,4,20,-,2,15,3,20,2,7,10,1
S00097779,38,6,8,19,5,20,2,1,12,5,18,4,7,7,-
S00097780,96,11,19,59,7,46,2,1,36,7,50,9,18,23,-
S00097781,114,15,23,60,16,56,2,2,39,13,58,13,21,21,3
S00097782,86,11,19,42,14,41,3,7,23,8,45,8,12,19,6
S00097783,83,11,20,47,5,41,1,5,30,5,42,10,15,17,-
S00097784,59,6,11,35,7,31,3,2,20,6,28,3,9,15,1
S00097785,33,3,6,20,4,17,2,-,12,3,16,1,6,8,1
S00097786,37,5,7,19,6,21,2,2,13,4,16,3,5,6,2
S00097787,64,3,18,31,12,32,2,4,17,9,32,1,14,14,3
S00097788,79,5,12,54,8,35,-,3,26,6,44,5,9,28,2
S00097789,53,3,16,26,8,27,-,7,13,7,26,3,9,13,1
S00097790,49,8,9,26,6,25,3,-,16,6,24,5,9,10,-
S00097791,50,1,6,38,5,28,-,4,21,3,22,1,2,17,2
S00097792,19,-,5,10,4,12,-,3,6,3,7,-,2,4,1
S00097793,85,10,18,41,16,41,-,5,25,11,44,10,13,16,5
S00097794,45,4,9,29,3,26,-,2,21,3,19,4,7,8,-
S00097795,36,4,10,19,3,18,1,3,12,2,18,3,7,7,1
S00097796,81,3,24,41,13,45,1,5,28,11,36,2,19,13,2
S00097797,92,6,18,52,16,44,4,4,26,10,48,2,14,26,6
S00097798,67,5,13,41,8,37,2,4,25,6,30,3,9,16,2
S00097799,64,7,13,33,11,36,-,4,24,8,28,7,9,9,3
S00097800,52,4,12,33,3,25,2,2,19,2,27,2,10,14,1
S00097801,51,4,17,26,4,23,1,2,17,3,28,3,15,9,1
S00097802,28,3,4,17,4,16,-,2,10,4,12,3,2,7,-
S00097803,63,3,18,35,7,33,-,4,24,5,30,3,14,11,2
S00097804,37,3,10,22,2,22,3,6,12,1,15,-,4,10,1
S00097805,40,1,10,28,1,22,1,2,18,1,18,-,8,10,-
S00097806,22,-,8,13,1,11,-,-,10,1,11,-,8,3,-
S00097807,56,2,17,33,4,24,-,4,17,3,32,2,13,16,1
S00097808,8,4,2,2,-,5,2,1,2,-,3,2,1,-,-
S00097809,60,3,9,45,3,31,2,4,24,1,29,1,5,21,2
S00097810,58,1,9,44,4,32,-,2,27,3,26,1,7,17,1
S00097811,61,6,15,37,3,33,3,2,26,2,28,3,13,11,1
S00097812,64,3,17,38,6,36,1,6,24,5,28,2,11,14,1
S00097813,66,3,16,40,7,35,2,5,22,6,31,1,11,18,1
S00097814,46,4,6,28,8,30,-,2,20,8,16,4,4,8,-
S00097815,47,6,11,24,6,22,1,1,15,5,25,5,10,9,1
S00097816,34,2,3,26,3,19,1,-,15,3,15,1,3,11,-
S00097817,62,3,10,40,9,27,-,1,20,6,35,3,9,20,3
S00097818,52,2,6,34,10,29,-,-,21,8,23,2,6,13,2
S00097819,39,2,11,24,2,16,1,1,12,2,23,1,10,12,-
S00097820,61,5,13,35,8,32,3,4,20,5,29,2,9,15,3
S00097821,35,2,5,25,3,19,1,3,13,2,16,1,2,12,1
S00097822,65,2,15,37,11,33,-,2,23,8,32,2,13,14,3
S00097823,81,6,15,45,15,43,-,4,25,14,38,6,11,20,1
S00097824,43,3,15,22,3,24,1,5,15,3,19,2,10,7,-
S00097825,66,-,27,36,3,26,-,6,17,3,40,-,21,19,-
S00097826,42,3,5,29,5,22,1,4,14,3,20,2,1,15,2
S00097827,49,-,14,30,5,28,-,4,19,5,21,-,10,11,-
S00097828,86,4,20,50,12,46,-,7,30,9,40,4,13,20,3
S00097829,72,5,15,44,8,36,1,1,28,6,36,4,14,16,2
S00097830,54,4,13,31,6,25,1,4,16,4,29,3,9,15,2
S00097831,65,3,13,44,5,27,-,2,22,3,38,3,11,22,2
S00097832,58,5,25,24,4,28,2,6,17,3,30,3,19,7,1
S00097833,83,7,24,48,4,44,3,8,29,4,39,4,16,19,-
S00097834,34,-,11,23,-,20,-,3,17,-,14,-,8,6,-
S00097835,81,1,20,55,5,41,-,3,33,5,40,1,17,22,-
S00097836,72,2,19,41,10,36,-,2,25,9,36,2,17,16,1
S00097837,92,7,21,56,8,46,1,5,35,5,46,6,16,21,3
S00097838,81,9,17,50,5,42,3,4,30,5,39,6,13,20,-
S00097839,66,4,17,37,8,36,1,3,24,8,30,3,14,13,-
S00097840,58,3,15,36,4,25,-,2,20,3,33,3,13,16,1
S00097841,51,6,7,29,9,24,1,2,15,6,27,5,5,14,3
S00097842,41,7,10,19,5,21,3,-,13,5,20,4,10,6,-
S00097843,61,3,20,32,6,29,2,3,18,6,32,1,17,14,-
S00097844,66,8,11,44,3,35,3,2,27,3,31,5,9,17,-
S00097845,45,4,13,25,3,18,1,3,12,2,27,3,10,13,1
S00097846,43,1,18,20,4,20,-,4,13,3,23,1,14,7,1
S00097847,68,3,14,42,9,33,2,1,22,8,35,1,13,20,1
S00097848,80,2,17,57,4,42,-,5,34,3,38,2,12,23,1
S00097849,44,5,11,23,5,20,2,1,14,3,24,3,10,9,2
S00097850,57,6,13,34,4,25,1,3,18,3,32,5,10,16,1
S00097851,58,3,18,36,1,26,-,4,22,-,32,3,14,14,1
S00097852,51,3,10,34,4,28,-,1,24,3,23,3,9,10,1
S00097853,43,1,14,22,6,27,-,5,17,5,16,1,9,5,1
S00097854,62,4,18,32,8,34,1,4,22,7,28,3,14,10,1
S00097855,103,6,17,71,9,51,2,8,35,6,52,4,9,36,3
S00097856,104,13,30,53,8,51,7,5,32,7,53,6,25,21,1
S00097857,54,6,12,32,4,24,-,3,18,3,30,6,9,14,1
S00097858,45,2,11,28,4,24,1,3,16,4,21,1,8,12,-
S00097859,80,6,23,44,7,38,2,3,28,5,42,4,20,16,2
S00097860,52,5,13,32,2,27,-,7,18,2,25,5,6,14,-
S00097861,80,2,23,46,9,40,-,4,29,7,40,2,19,17,2
S00097862,84,6,20,48,10,45,2,5,29,9,39,4,15,19,1
S00097863,78,7,16,50,5,36,3,4,26,3,42,4,12,24,2
S00097864,75,6,16,44,9,37,1,3,26,7,38,5,13,18,2
S00097865,63,4,15,40,4,29,2,1,24,2,34,2,14,16,2
S00097866,83,1,13,59,10,38,-,2,27,9,45,1,11,32,1
S00097867,68,2,17,41,8,36,-,4,27,5,32,2,13,14,3
S00097868,96,4,24,58,10,47,-,5,33,9,49,4,19,25,1
S00097869,70,3,24,35,8,35,1,2,24,8,35,2,22,11,-
S00097870,67,5,18,42,2,33,2,4,25,2,34,3,14,17,-
S00097871,52,1,17,28,6,22,-,2,16,4,30,1,15,12,2
S00097872,80,5,21,48,6,46,1,7,32,6,34,4,14,16,-
S00097873,45,3,7,31,4,23,2,-,17,4,22,1,7,14,-
