oa_code,All households,Owned,Owned: Owned outright,Owned: Owned with a mortgage or loan,Owned: Shared ownership (part owned and part rented),Social rented,Social rented: Rented from council (Local authority),Social rented: Other social rented,Private rented,Private rented: Private landlord or letting agency,Private rented: Employer of a household member,Private rented: Relative or friend of a household member,Private rented: Other,Living rent free
S00105705,39,36,17,19,-,1,-,1,1,1,-,-,-,1
S00105706,34,24,12,12,-,1,1,-,9,7,-,2,-,-
S00105707,51,36,10,26,-,-,-,-,15,14,-,-,1,-
S00105708,58,40,29,11,-,16,-,16,2,2,-,-,-,-
S00105709,66,60,41,19,-,-,-,-,5,4,1,-,-,1
S00105710,59,32,21,10,1,20,-,20,6,5,-,-,1,1
S00105711,55,36,18,18,-,-,-,-,19,1,11,-,7,-
S00105712,69,23,13,3,7,44,-,44,2,2,-,-,-,-
S00105713,60,46,19,27,-,4,2,2,8,4,1,1,2,2
S00105714,35,14,7,7,-,1,1,-,20,2,13,-,5,-
S00105715,49,46,20,26,-,-,-,-,2,-,-,2,-,1
S00105716,46,45,24,21,-,-,-,-,1,1,-,-,-,-
S00105717,44,41,22,19,-,-,-,-,3,1,2,-,-,-
S00105718,59,54,33,21,-,1,-,1,4,3,-,1,-,-
S00105719,59,58,27,31,-,1,-,1,-,-,-,-,-,-
S00105720,54,53,31,22,-,-,-,-,-,-,-,-,-,1
S00105721,53,52,27,25,-,-,-,-,1,1,-,-,-,-
S00105722,47,42,30,12,-,-,-,-,5,5,-,-,-,-
S00105723,61,61,43,18,-,-,-,-,-,-,-,-,-,-
S00105724,38,34,15,19,-,-,-,-,4,3,-,1,-,-
S00105725,51,46,25,20,1,-,-,-,5,5,-,-,-,-
S00105726,40,38,17,20,1,-,-,-,2,1,-,-,1,-
S00105727,39,38,27,11,-,1,-,1,-,-,-,-,-,-
S00105728,60,55,32,22,1,-,-,-,4,4,-,-,-,1
S00105729,38,26,6,20,-,1,-,1,10,9,-,1,-,1
S00105730,44,42,29,13,-,-,-,-,1,1,-,-,-,1
S00105731,45,43,22,21,-,-,-,-,2,2,-,-,-,-
S00105732,43,39,25,14,-,-,-,-,3,3,-,-,-,1
S00105733,53,50,31,19,-,-,-,-,3,3,-,-,-,-
S00105734,46,45,25,20,-,1,-,1,-,-,-,-,-,-
S00105735,46,46,31,15,-,-,-,-,-,-,-,-,-,-
S00105736,42,41,28,13,-,1,1,-,-,-,-,-,-,-
S00105737,41,40,22,18,-,-,-,-,1,-,-,1,-,-
S00105738,50,49,31,18,-,-,-,-,1,-,-,1,-,-
S00105739,37,35,15,20,-,-,-,-,2,2,-,-,-,-
S00105740,45,44,23,21,-,-,-,-,1,-,1,-,-,-
S00105741,48,45,24,20,1,-,-,-,3,3,-,-,-,-
S00105742,49,47,26,20,1,-,-,-,2,2,-,-,-,-
S00105743,37,36,23,13,-,-,-,-,1,1,-,-,-,-
S00105744,74,74,46,28,-,-,-,-,-,-,-,-,-,-
S00105745,61,50,21,29,-,1,-,1,9,7,-,-,2,1
S00105746,55,51,32,19,-,-,-,-,3,2,-,1,-,1
S00105747,49,44,26,18,-,2,1,1,2,2,-,-,-,1
S00105748,61,55,30,25,-,1,-,1,5,4,-,-,1,-
S00105749,67,57,25,32,-,-,-,-,9,9,-,-,-,1
S00105750,46,44,17,27,-,-,-,-,2,2,-,-,-,-
S00105751,73,65,50,15,-,2,1,1,4,2,-,2,-,2
S00105752,36,34,16,18,-,1,-,1,1,-,-,1,-,-
S00105753,44,40,24,16,-,-,-,-,4,3,-,1,-,-
S00105754,38,35,23,12,-,-,-,-,3,1,-,2,-,-
S00105755,69,64,38,26,-,-,-,-,5,4,-,1,-,-
S00105756,55,50,33,17,-,-,-,-,3,3,-,-,-,2
S00105757,36,34,11,23,-,-,-,-,2,2,-,-,-,-
S00105758,61,56,34,22,-,-,-,-,5,4,-,1,-,-
S00105759,42,42,19,23,-,-,-,-,-,-,-,-,-,-
S00105760,45,43,26,17,-,2,1,1,-,-,-,-,-,-
S00105761,70,41,10,31,-,-,-,-,28,27,-,1,-,1
S00105762,50,50,34,16,-,-,-,-,-,-,-,-,-,-
S00105763,47,45,24,21,-,1,1,-,-,-,-,-,-,1
S00105764,54,45,20,25,-,1,1,-,7,6,-,1,-,1
S00105765,41,5,2,2,1,35,35,-,1,1,-,-,-,-
S00105766,38,35,15,20,-,-,-,-,3,3,-,-,-,-
S00105767,44,38,24,13,1,1,1,-,5,4,-,-,1,-
S00105768,35,32,17,15,-,1,1,-,2,2,-,-,-,-
S00105769,61,49,22,27,-,1,-,1,11,10,-,1,-,-
S00105770,52,35,13,22,-,4,-,4,13,12,-,-,1,-
S00105771,56,42,8,34,-,4,1,3,10,8,-,2,-,-
S00105772,54,23,1,20,2,17,-,17,14,11,-,3,-,-
S00105773,80,41,8,33,-,18,1,17,20,20,-,-,-,1
S00105774,57,35,17,18,-,18,17,1,4,4,-,-,-,-
S00105775,61,42,19,23,-,6,6,-,12,9,-,3,-,1
S00105776,64,39,17,22,-,17,16,1,6,5,-,1,-,2
S00105777,45,30,16,14,-,8,8,-,7,6,-,1,-,-
S00105778,60,37,12,25,-,2,2,-,18,17,-,1,-,3
S00105779,71,33,15,18,-,17,3,14,19,18,-,1,-,2
S00105780,38,26,9,16,1,1,-,1,10,9,-,1,-,1
S00105781,48,31,19,12,-,8,8,-,8,5,-,3,-,1
S00105782,60,42,22,20,-,12,10,2,6,3,-,3,-,-
S00105783,62,37,17,19,1,17,16,1,7,4,-,3,-,1
S00105784,48,33,16,17,-,8,8,-,7,7,-,-,-,-
S00105785,75,45,16,29,-,14,12,2,15,14,-,1,-,1
S00105786,56,38,5,33,-,-,-,-,17,16,-,1,-,1
S00105787,37,32,14,17,1,-,-,-,5,4,-,1,-,-
S00105788,56,51,27,24,-,-,-,-,5,5,-,-,-,-
S00105789,44,36,14,22,-,4,3,1,4,4,-,-,-,-
S00105790,72,65,37,28,-,3,2,1,1,1,-,-,-,3
S00105791,58,40,14,24,2,11,10,1,5,5,-,-,-,2
S00105792,58,31,15,15,1,10,10,-,17,15,-,2,-,-
S00105793,56,35,10,25,-,5,5,-,16,14,-,2,-,-
S00105794,42,27,9,17,1,3,1,2,12,12,-,-,-,-
S00105795,41,22,4,17,1,-,-,-,19,19,-,-,-,-
S00105796,76,58,21,37,-,-,-,-,17,16,-,1,-,1
S00105797,59,35,14,19,2,-,-,-,23,22,-,1,-,1
S00105798,77,43,7,36,-,1,-,1,32,32,-,-,-,1
S00105799,60,22,15,7,-,28,27,1,8,7,-,-,1,2
S00105800,41,7,5,2,-,27,27,-,6,6,-,-,-,1
S00105801,51,21,10,10,1,11,11,-,18,17,-,1,-,1
S00105802,73,19,8,11,-,47,45,2,7,6,-,1,-,-
S00105803,43,12,4,8,-,22,22,-,9,9,-,-,-,-
S00105804,61,11,3,4,4,47,-,47,3,3,-,-,-,-
S00105805,33,2,1,1,-,30,3,27,1,1,-,-,-,-
S00105806,52,22,12,10,-,23,21,2,6,4,-,2,-,1
S00105807,52,17,4,13,-,28,28,-,7,6,-,1,-,-
S00105808,75,22,6,16,-,48,43,5,5,4,-,1,-,-
S00105809,69,8,4,4,-,60,58,2,1,1,-,-,-,-
S00105810,75,18,7,10,1,51,50,1,6,4,-,2,-,-
S00105811,49,2,1,1,-,41,39,2,6,6,-,-,-,-
S00105812,46,9,2,7,-,37,36,1,-,-,-,-,-,-
S00105813,46,11,3,7,1,32,30,2,2,2,-,-,-,1
S00105814,50,6,4,2,-,38,35,3,5,5,-,-,-,1
S00105815,42,8,4,4,-,31,31,-,3,3,-,-,-,-
S00105816,42,9,2,7,-,27,26,1,6,6,-,-,-,-
S00105817,61,17,7,10,-,39,39,-,5,5,-,-,-,-
S00105818,26,6,2,4,-,19,16,3,1,1,-,-,-,-
S00105819,67,14,4,10,-,52,48,4,1,1,-,-,-,-
S00105820,68,19,10,9,-,40,39,1,9,8,1,-,-,-
S00105821,61,10,3,7,-,47,46,1,4,4,-,-,-,-
S00105822,65,16,9,7,-,46,46,-,3,3,-,-,-,-
S00105823,64,11,5,6,-,52,52,-,1,1,-,-,-,-
S00105824,47,14,6,8,-,29,28,1,4,3,-,1,-,-
S00105825,55,22,13,9,-,31,30,1,2,2,-,-,-,-
S00105826,59,12,5,7,-,41,38,3,6,6,-,-,-,-
S00105827,49,11,2,7,2,36,36,-,2,1,-,1,-,-
S00105828,36,10,4,6,-,24,21,3,2,1,-,1,-,-
S00105829,48,13,5,8,-,33,33,-,2,1,-,-,1,-
S00105830,59,34,15,19,-,11,8,3,14,13,1,-,-,-
S00105831,48,20,6,14,-,26,24,2,2,2,-,-,-,-
S00105832,74,71,26,44,1,1,1,-,2,2,-,-,-,-
S00105833,62,57,18,39,-,1,1,-,4,4,-,-,-,-
S00105834,73,52,22,30,-,9,9,-,11,11,-,-,-,1
S00105835,56,44,20,24,-,6,6,-,6,5,1,-,-,-
S00105836,76,62,21,40,1,11,10,1,2,2,-,-,-,1
S00105837,55,19,5,14,-,11,10,1,24,21,-,3,-,1
S00105838,76,45,23,22,-,15,11,4,14,14,-,-,-,2
S00105839,69,27,13,13,1,31,26,5,10,9,-,1,-,1
S00105840,49,46,24,22,-,1,1,-,2,2,-,-,-,-
S00105841,51,3,2,1,-,48,44,4,-,-,-,-,-,-
S00105842,43,29,13,16,-,6,5,1,7,7,-,-,-,1
S00105843,47,44,29,15,-,1,1,-,2,2,-,-,-,-
S00105844,39,27,12,15,-,4,3,1,8,6,-,2,-,-
S00105845,44,42,24,18,-,2,1,1,-,-,-,-,-,-
S00105846,50,42,26,16,-,3,2,1,4,2,-,2,-,1
S00105847,45,42,20,22,-,1,1,-,2,2,-,-,-,-
S00105848,41,38,21,17,-,2,2,-,1,-,-,-,1,-
S00105849,50,47,24,23,-,1,-,1,2,1,-,-,1,-
S00105850,46,37,15,22,-,6,5,1,2,2,-,-,-,1
S00105851,52,35,14,21,-,11,11,-,4,4,-,-,-,2
S00105852,36,33,18,15,-,3,3,-,-,-,-,-,-,-
S00105853,47,40,21,19,-,3,1,2,3,1,1,-,1,1
S00105854,48,34,13,21,-,8,8,-,6,6,-,-,-,-
S00105855,48,35,16,19,-,7,7,-,5,4,-,1,-,1
S00105856,44,41,21,20,-,2,1,1,1,1,-,-,-,-
S00105857,40,13,7,6,-,24,20,4,3,3,-,-,-,-
S00105858,52,17,15,2,-,31,2,29,4,4,-,-,-,-
S00105859,36,17,5,11,1,13,7,6,5,5,-,-,-,1
S00105860,56,50,28,22,-,-,-,-,6,5,-,1,-,-
S00105861,44,41,19,22,-,-,-,-,3,3,-,-,-,-
S00105862,35,22,7,15,-,-,-,-,13,11,-,2,-,-
S00105863,42,37,22,15,-,2,-,2,3,2,-,1,-,-
S00105864,65,64,43,21,-,-,-,-,-,-,-,-,-,1
S00105865,66,65,33,32,-,-,-,-,1,1,-,-,-,-
S00105866,41,39,24,15,-,1,1,-,1,1,-,-,-,-
S00105867,56,50,31,19,-,1,1,-,4,4,-,-,-,1
S00105868,47,47,24,23,-,-,-,-,-,-,-,-,-,-
S00105869,43,41,25,16,-,1,1,-,1,1,-,-,-,-
S00105870,42,42,26,16,-,-,-,-,-,-,-,-,-,-
S00105871,45,42,22,20,-,3,1,2,-,-,-,-,-,-
S00105872,55,52,29,23,-,1,1,-,2,2,-,-,-,-
S00105873,59,56,26,30,-,-,-,-,3,2,-,1,-,-
S00105874,46,42,22,20,-,2,-,2,2,2,-,-,-,-
S00105875,53,48,23,25,-,1,-,1,4,4,-,-,-,-
S00105876,46,43,19,24,-,1,1,-,2,2,-,-,-,-
S00105877,44,39,14,25,-,-,-,-,5,3,1,1,-,-
S00105878,76,72,37,35,-,1,-,1,2,2,-,-,-,1
S00105879,39,37,25,12,-,1,-,1,1,1,-,-,-,-
S00105880,32,30,14,16,-,1,1,-,1,-,-,1,-,-
S00105881,48,4,1,3,-,37,-,37,7,7,-,-,-,-
S00105882,71,7,2,5,-,58,4,54,6,6,-,-,-,-
S00105883,47,4,2,1,1,40,-,40,3,2,-,-,1,-
S00105884,46,42,13,29,-,1,-,1,3,3,-,-,-,-
S00105885,29,14,-,14,-,12,3,9,3,3,-,-,-,-
S00105886,49,6,3,3,-,41,24,17,2,1,-,-,1,-
S00105887,61,20,2,18,-,30,19,11,10,10,-,-,-,1
S00105888,56,9,2,6,1,45,26,19,2,-,1,-,1,-
S00105889,66,7,3,4,-,57,6,51,2,1,1,-,-,-
S00105890,67,8,2,5,1,52,50,2,7,7,-,-,-,-
S00105891,41,15,2,12,1,20,-,20,6,3,-,3,-,-
S00105892,45,4,3,1,-,40,38,2,1,1,-,-,-,-
S00105893,33,8,-,6,2,19,1,18,6,6,-,-,-,-
S00105894,40,-,-,-,-,39,34,5,1,1,-,-,-,-
S00105895,32,1,1,-,-,27,25,2,4,4,-,-,-,-
S00105896,74,4,1,3,-,69,13,56,1,1,-,-,-,-
S00105897,52,4,-,4,-,48,32,16,-,-,-,-,-,-
S00105898,48,2,2,-,-,44,39,5,2,2,-,-,-,-
S00105899,68,23,4,11,8,32,-,32,12,10,-,1,1,1
S00105900,73,13,3,7,3,57,37,20,3,3,-,-,-,-
S00105901,52,50,38,12,-,2,1,1,-,-,-,-,-,-
S00105902,45,42,13,29,-,-,-,-,3,3,-,-,-,-
S00105903,41,40,15,25,-,-,-,-,1,1,-,-,-,-
S00105904,43,43,30,13,-,-,-,-,-,-,-,-,-,-
S00105905,62,54,27,27,-,5,5,-,2,2,-,-,-,1
S00105906,42,38,22,16,-,4,4,-,-,-,-,-,-,-
S00105907,39,18,6,12,-,20,20,-,1,1,-,-,-,-
S00105908,47,25,14,11,-,20,19,1,2,1,-,1,-,-
S00105909,40,33,17,16,-,2,2,-,4,4,-,-,-,1
S00105910,45,29,13,16,-,15,11,4,1,1,-,-,-,-
S00105911,45,32,15,17,-,7,3,4,5,3,-,1,1,1
S00105912,46,28,19,9,-,12,3,9,6,5,-,1,-,-
S00105913,41,29,12,16,1,7,5,2,4,4,-,-,-,1
S00105914,51,47,21,26,-,-,-,-,2,1,-,1,-,2
S00105915,45,42,17,25,-,1,1,-,1,1,-,-,-,1
S00105916,44,42,19,23,-,1,1,-,-,-,-,-,-,1
S00105917,30,26,3,23,-,-,-,-,4,4,-,-,-,-
S00105918,36,34,11,23,-,-,-,-,2,2,-,-,-,-
S00105919,58,40,23,17,-,12,11,1,6,6,-,-,-,-
S00105920,45,33,18,15,-,10,10,-,1,1,-,-,-,1
S00105921,51,43,22,21,-,5,4,1,1,1,-,-,-,2
S00105922,70,54,31,23,-,11,10,1,4,3,-,1,-,1
S00105923,66,46,19,27,-,9,8,1,6,5,-,1,-,5
S00105924,48,46,30,16,-,-,-,-,1,1,-,-,-,1
S00105925,50,40,19,21,-,7,6,1,3,3,-,-,-,-
S00105926,51,49,24,25,-,-,-,-,1,1,-,-,-,1
S00105927,41,38,20,18,-,1,1,-,2,2,-,-,-,-
S00105928,48,45,29,16,-,1,-,1,1,1,-,-,-,1
S00105929,54,54,31,23,-,-,-,-,-,-,-,-,-,-
S00105930,42,42,27,15,-,-,-,-,-,-,-,-,-,-
S00105931,59,56,30,26,-,-,-,-,3,3,-,-,-,-
S00105932,49,24,17,7,-,22,1,21,2,2,-,-,-,1
S00105933,47,43,26,17,-,3,-,3,1,1,-,-,-,-
S00105934,74,65,39,26,-,2,2,-,7,7,-,-,-,-
S00105935,57,54,36,18,-,1,1,-,-,-,-,-,-,2
S00105936,52,50,29,21,-,1,1,-,1,1,-,-,-,-
S00105937,43,23,14,9,-,19,-,19,-,-,-,-,-,1
S00105938,67,66,36,30,-,1,-,1,-,-,-,-,-,-
S00105939,67,67,38,29,-,-,-,-,-,-,-,-,-,-
S00105940,42,42,25,17,-,-,-,-,-,-,-,-,-,-
S00105941,37,31,13,18,-,4,4,-,2,1,-,-,1,-
S00105942,41,40,28,12,-,-,-,-,1,1,-,-,-,-
S00105943,44,44,29,15,-,-,-,-,-,-,-,-,-,-
S00105944,53,53,30,23,-,-,-,-,-,-,-,-,-,-
S00105945,47,45,31,14,-,1,-,1,1,-,1,-,-,-
S00105946,40,38,21,17,-,-,-,-,2,2,-,-,-,-
S00105947,52,48,39,9,-,2,2,-,2,2,-,-,-,-
S00105948,41,38,20,18,-,1,1,-,1,1,-,-,-,1
S00105949,47,47,31,16,-,-,-,-,-,-,-,-,-,-
S00105950,44,31,13,18,-,1,-,1,12,11,-,1,-,-
S00105951,42,32,24,8,-,-,-,-,7,7,-,-,-,3
S00105952,58,51,30,21,-,2,2,-,3,3,-,-,-,2
S00105953,71,63,35,28,-,6,6,-,2,1,-,1,-,-
S00105954,68,40,21,19,-,21,21,-,6,5,-,1,-,1
S00105955,46,15,11,4,-,27,3,24,3,3,-,-,-,1
S00105956,37,21,9,12,-,2,2,-,13,11,1,1,-,1
S00105957,69,58,24,33,1,3,2,1,7,6,-,1,-,1
S00105958,64,51,26,25,-,6,4,2,6,5,1,-,-,1
S00105959,65,64,39,25,-,-,-,-,1,1,-,-,-,-
S00105960,49,45,15,30,-,-,-,-,4,4,-,-,-,-
S00105961,49,48,32,16,-,-,-,-,1,1,-,-,-,-
S00105962,44,38,21,17,-,-,-,-,5,5,-,-,-,1
S00105963,71,62,30,32,-,5,4,1,3,3,-,-,-,1
S00105964,42,38,12,26,-,-,-,-,3,3,-,-,-,1
S00105965,51,50,22,28,-,1,1,-,-,-,-,-,-,-
S00105966,44,43,26,17,-,-,-,-,1,1,-,-,-,-
S00105967,53,46,19,27,-,1,-,1,6,6,-,-,-,-
S00105968,47,42,32,10,-,1,1,-,3,3,-,-,-,1
S00105969,50,47,29,18,-,-,-,-,3,2,1,-,-,-
S00105970,76,74,39,35,-,1,1,-,1,-,-,1,-,-
S00105971,66,63,32,31,-,-,-,-,3,3,-,-,-,-
S00105972,69,65,30,35,-,2,1,1,2,2,-,-,-,-
S00105973,68,63,37,25,1,1,1,-,3,3,-,-,-,1
S00105974,46,35,11,24,-,8,6,2,3,2,-,1,-,-
S00105975,48,42,26,16,-,3,3,-,3,2,-,-,1,-
S00105976,46,36,14,22,-,7,7,-,2,2,-,-,-,1
S00105977,29,23,8,15,-,5,5,-,1,1,-,-,-,-
S00105978,51,41,22,19,-,5,3,2,4,4,-,-,-,1
S00105979,48,34,11,23,-,11,6,5,2,2,-,-,-,1
S00105980,56,52,30,22,-,1,-,1,3,3,-,-,-,-
S00105981,58,57,33,24,-,1,1,-,-,-,-,-,-,-
S00105982,73,69,45,24,-,1,1,-,3,3,-,-,-,-
S00105983,62,60,43,17,-,-,-,-,1,-,1,-,-,1
S00105984,44,40,22,18,-,1,1,-,3,2,-,1,-,-
S00105985,49,39,8,16,15,4,4,-,6,5,-,-,1,-
S00105986,55,50,14,36,-,1,1,-,3,3,-,-,-,1
S00105987,44,42,19,23,-,1,-,1,1,1,-,-,-,-
S00105988,44,42,25,17,-,-,-,-,2,2,-,-,-,-
S00105989,47,46,31,15,-,1,-,1,-,-,-,-,-,-
S00105990,40,38,20,18,-,-,-,-,2,2,-,-,-,-
S00105991,28,14,5,9,-,8,8,-,6,6,-,-,-,-
S00105992,56,56,33,23,-,-,-,-,-,-,-,-,-,-
S00105993,26,25,17,8,-,1,-,1,-,-,-,-,-,-
S00105994,57,44,25,19,-,1,-,1,11,10,-,1,-,1
S00105995,53,47,26,21,-,1,1,-,4,4,-,-,-,1
S00105996,48,47,25,22,-,1,-,1,-,-,-,-,-,-
S00105997,55,52,33,19,-,-,-,-,3,3,-,-,-,-
S00105998,47,47,27,19,1,-,-,-,-,-,-,-,-,-
S00105999,74,72,45,27,-,-,-,-,2,2,-,-,-,-
S00106000,75,73,44,29,-,2,2,-,-,-,-,-,-,-
S00106001,51,50,29,21,-,-,-,-,-,-,-,-,-,1
S00106002,54,53,38,15,-,-,-,-,-,-,-,-,-,1
S00106003,42,39,25,14,-,3,2,1,-,-,-,-,-,-
S00106004,40,37,21,16,-,-,-,-,2,2,-,-,-,1
S00106005,40,39,22,16,1,-,-,-,1,1,-,-,-,-
S00106006,43,37,26,11,-,1,-,1,4,3,-,-,1,1
S00106007,56,54,41,13,-,1,1,-,1,1,-,-,-,-
S00106008,39,39,15,24,-,-,-,-,-,-,-,-,-,-
S00106009,40,36,27,9,-,-,-,-,4,4,-,-,-,-
S00106010,28,25,16,9,-,1,-,1,2,2,-,-,-,-
S00106011,77,71,28,43,-,-,-,-,6,5,-,1,-,-
S00106012,67,64,39,25,-,1,1,-,2,2,-,-,-,-
S00106013,55,50,22,28,-,1,1,-,2,2,-,-,-,2
S00106014,41,39,17,22,-,-,-,-,2,2,-,-,-,-
S00106015,57,53,19,34,-,-,-,-,1,1,-,-,-,3
S00106016,53,23,6,17,-,18,16,2,12,11,-,1,-,-
S00106017,59,30,8,22,-,9,1,8,20,20,-,-,-,-
S00106018,60,43,13,30,-,2,-,2,14,12,-,2,-,1
S00106019,44,28,10,18,-,5,3,2,10,9,-,1,-,1
S00106020,49,42,21,21,-,4,3,1,3,3,-,-,-,-
S00106021,52,34,18,16,-,11,9,2,6,6,-,-,-,1
S00106022,36,22,7,12,3,1,1,-,13,11,-,2,-,-
S00106023,56,32,7,25,-,5,3,2,19,18,-,1,-,-
S00106024,58,30,7,23,-,6,3,3,20,19,-,1,-,2
S00106025,65,54,16,35,3,-,-,-,10,9,-,1,-,1
S00106026,67,43,11,32,-,6,3,3,18,16,-,2,-,-
S00106027,54,32,9,23,-,9,1,8,12,10,-,2,-,1
S00106028,50,33,16,17,-,12,11,1,4,4,-,-,-,1
S00106029,71,27,16,10,1,27,26,1,17,16,-,1,-,-
S00106030,64,28,7,21,-,9,3,6,27,25,-,2,-,-
S00106031,54,27,2,25,-,4,3,1,23,22,1,-,-,-
S00106032,55,37,14,22,1,5,1,4,12,11,-,1,-,1
S00106033,45,18,-,18,-,2,1,1,25,25,-,-,-,-
S00106034,66,43,29,14,-,13,12,1,8,8,-,-,-,2
S00106035,53,35,10,25,-,1,-,1,17,17,-,-,-,-
S00106036,58,33,14,19,-,11,8,3,14,14,-,-,-,-
S00106037,46,26,7,18,1,11,2,9,9,9,-,-,-,-
S00106038,37,27,6,21,-,3,2,1,7,7,-,-,-,-
S00106039,66,40,15,25,-,1,-,1,25,23,-,2,-,-
S00106040,45,41,30,11,-,1,-,1,2,2,-,-,-,1
S00106041,48,48,22,26,-,-,-,-,-,-,-,-,-,-
S00106042,21,19,6,13,-,-,-,-,2,2,-,-,-,-
S00106043,28,28,11,17,-,-,-,-,-,-,-,-,-,-
S00106044,58,58,20,38,-,-,-,-,-,-,-,-,-,-
S00106045,44,21,9,12,-,16,-,16,7,7,-,-,-,-
S00106046,55,50,23,27,-,-,-,-,5,4,-,1,-,-
S00106047,38,34,11,23,-,-,-,-,-,-,-,-,-,4
S00106048,27,15,6,9,-,10,-,10,2,2,-,-,-,-
S00106049,33,19,6,13,-,2,-,2,12,11,-,1,-,-
S00106050,67,59,19,40,-,1,1,-,5,5,-,-,-,2
S00106051,46,42,24,18,-,3,3,-,1,1,-,-,-,-
S00106052,36,20,10,10,-,7,6,1,9,9,-,-,-,-
S00106053,66,53,20,33,-,5,3,2,8,8,-,-,-,-
S00106054,51,47,28,19,-,1,1,-,2,2,-,-,-,1
S00106055,72,56,25,31,-,15,1,14,1,1,-,-,-,-
S00106056,75,59,34,25,-,8,1,7,8,8,-,-,-,-
S00106057,59,46,22,24,-,8,-,8,4,3,-,1,-,1
S00106058,43,41,27,14,-,-,-,-,2,2,-,-,-,-
S00106059,39,34,22,12,-,1,1,-,4,2,-,2,-,-
S00106060,41,37,15,22,-,2,2,-,1,1,-,-,-,1
S00106061,56,54,26,28,-,-,-,-,2,2,-,-,-,-
S00106062,51,47,22,25,-,1,-,1,3,3,-,-,-,-
S00106063,65,55,22,33,-,1,-,1,6,6,-,-,-,3
S00106064,50,15,5,10,-,33,1,32,2,1,-,-,1,-
S00106065,48,28,11,16,1,13,1,12,7,6,1,-,-,-
S00106066,47,45,28,17,-,-,-,-,1,1,-,-,-,1
S00106067,42,38,17,21,-,1,1,-,2,2,-,-,-,1
S00106068,44,40,26,14,-,2,1,1,2,1,-,-,1,-
S00106069,65,57,35,22,-,3,2,1,5,5,-,-,-,-
S00106070,66,52,29,22,1,11,11,-,3,3,-,-,-,-
S00106071,46,38,15,23,-,-,-,-,7,7,-,-,-,1
S00106072,42,36,17,19,-,2,2,-,4,2,-,1,1,-
S00106073,40,32,13,19,-,3,1,2,5,5,-,-,-,-
S00106074,40,39,22,17,-,-,-,-,1,1,-,-,-,-
S00106075,41,27,19,8,-,8,7,1,5,5,-,-,-,1
S00106076,58,55,29,26,-,2,-,2,1,1,-,-,-,-
S00106077,39,33,18,15,-,-,-,-,5,5,-,-,-,1
S00106078,43,40,20,20,-,2,2,-,1,-,-,1,-,-
S00106079,59,53,23,30,-,-,-,-,6,5,-,1,-,-
S00106080,40,38,20,18,-,-,-,-,1,1,-,-,-,1
S00106081,67,54,26,28,-,1,1,-,11,11,-,-,-,1
S00106082,62,48,22,26,-,1,-,1,13,13,-,-,-,-
S00106083,49,40,5,35,-,1,-,1,8,8,-,-,-,-
S00106084,53,24,16,8,-,24,24,-,3,3,-,-,-,2
S00106085,48,11,4,7,-,34,12,22,3,3,-,-,-,-
S00106086,69,30,11,16,3,35,21,14,3,2,1,-,-,1
S00106087,60,23,9,14,-,22,1,21,15,14,-,1,-,-
S00106088,63,23,15,8,-,34,18,16,6,6,-,-,-,-
S00106089,34,29,9,20,-,3,2,1,2,1,1,-,-,-
S00106090,40,35,12,22,1,-,-,-,5,5,-,-,-,-
S00106091,50,44,21,23,-,1,1,-,5,5,-,-,-,-
S00106092,59,50,13,37,-,4,3,1,5,5,-,-,-,-
S00106093,39,35,16,19,-,1,-,1,3,1,-,2,-,-
S00106094,37,29,11,17,1,-,-,-,8,7,-,1,-,-
S00106095,60,11,3,8,-,40,6,34,9,7,-,2,-,-
S00106096,38,9,5,4,-,24,22,2,4,3,-,-,1,1
S00106097,53,47,13,34,-,2,-,2,4,4,-,-,-,-
S00106098,72,41,20,20,1,28,28,-,3,3,-,-,-,-
S00106099,56,12,7,5,-,39,39,-,5,5,-,-,-,-
S00106100,54,15,7,8,-,33,31,2,5,5,-,-,-,1
S00106101,72,7,3,4,-,60,26,34,5,4,-,1,-,-
S00106102,45,9,3,6,-,31,31,-,4,4,-,-,-,1
S00106103,44,4,2,2,-,39,35,4,1,1,-,-,-,-
S00106104,45,2,1,1,-,41,22,19,2,2,-,-,-,-
S00106105,36,4,1,3,-,30,29,1,2,2,-,-,-,-
S00106106,53,29,14,15,-,-,-,-,23,22,-,1,-,1
S00106107,56,54,41,13,-,1,-,1,1,1,-,-,-,-
S00106108,31,25,16,9,-,-,-,-,5,4,1,-,-,1
S00106109,64,51,15,36,-,4,4,-,7,7,-,-,-,2
S00106110,56,51,27,24,-,4,2,2,1,1,-,-,-,-
S00106111,37,12,5,7,-,20,20,-,5,5,-,-,-,-
S00106112,47,24,12,12,-,21,20,1,2,1,-,1,-,-
S00106113,49,45,29,16,-,1,1,-,1,1,-,-,-,2
S00106114,51,51,26,24,1,-,-,-,-,-,-,-,-,-
S00106115,42,38,24,14,-,3,3,-,-,-,-,-,-,1
S00106116,44,32,18,14,-,10,10,-,2,2,-,-,-,-
S00106117,44,33,18,15,-,8,8,-,3,3,-,-,-,-
S00106118,42,40,18,22,-,-,-,-,1,1,-,-,-,1
S00106119,48,20,4,16,-,14,13,1,14,13,-,1,-,-
S00106120,48,19,11,7,1,15,14,1,13,10,-,3,-,1
S00106121,44,13,4,9,-,30,30,-,1,1,-,-,-,-
S00106122,38,8,3,5,-,24,23,1,6,4,-,2,-,-
S00106123,52,11,3,8,-,36,35,1,5,5,-,-,-,-
